Country,Country ID,Year,Imports (USD),Share (%)
Aruba,ABW,2020,538442.0,0.000
Anguilla,AIA,2020,180602.0,0.000
Antigua and Barbuda,ATG,2020,104991.0,0.000
Bahamas,BHS,2020,35893052.0,0.009
Barbados,BRB,2020,924204.0,0.000
Cuba,CUB,2020,71291227.0,0.019
Curaçao,CUW,2020,4703045.0,0.001
Cayman Islands,CYM,2020,1188006.0,0.000
Dominica,DMA,2020,296619.0,0.000
Dominican Republic,DOM,2020,199893388.0,0.052
Grenada,GRD,2020,420226.0,0.000
Haiti,HTI,2020,12276708.0,0.003
Jamaica,JAM,2020,2287953.0,0.001
Saint Lucia,LCA,2020,295000.0,0.000
Turks and Caicos Islands,TCA,2020,6208.0,0.000
Trinidad and Tobago,TTO,2020,179563184.0,0.047
British Virgin Islands,VGB,2020,10159784.0,0.003
Belize,BLZ,2020,765296.0,0.000
Costa Rica,CRI,2020,35465820.0,0.009
Guatemala,GTM,2020,21588252.0,0.006
Honduras,HND,2020,15345246.0,0.004
Mexico,MEX,2020,3065908718.0,0.804
Nicaragua,NIC,2020,5306721.0,0.001
Panama,PAN,2020,30316461.0,0.008
El Salvador,SLV,2020,2932643.0,0.001
Canada,CAN,2020,2962584919.0,0.777
Greenland,GRL,2020,6153.0,0.000
United States,USA,2020,27437562504.0,7.194
Australia,AUS,2020,8430170853.0,2.210
New Zealand,NZL,2020,487258018.0,0.128
Fiji,FJI,2020,1929811.0,0.001
New Caledonia,NCL,2020,1149683.0,0.000
Papua New Guinea,PNG,2020,149480450.0,0.039
Solomon Islands,SLB,2020,20376912.0,0.005
Vanuatu,VUT,2020,15686.0,0.000
Guam,GUM,2020,11166.0,0.000
Marshall Islands,MHL,2020,1779186.0,0.000
Northern Mariana Islands,MNP,2020,288906.0,0.000
Palau,PLW,2020,2209.0,0.000
American Samoa,ASM,2020,1558577.0,0.000
Cook Islands,COK,2020,33552.0,0.000
French Polynesia,PYF,2020,43717.0,0.000
Tokelau,TKL,2020,37213.0,0.000
Tonga,TON,2020,292.0,0.000
Wallis and Futuna,WLF,2020,846.0,0.000
Samoa,WSM,2020,643861.0,0.000
Norfolk Island,NFK,2020,310437.0,0.000
Pitcairn Islands,PCN,2020,7601.0,0.000
Argentina,ARG,2020,2550639018.0,0.669
Bolivia,BOL,2020,721825354.0,0.189
Brazil,BRA,2020,3081965195.0,0.808
Chile,CHL,2020,808249339.0,0.212
Colombia,COL,2020,1011627524.0,0.265
Ecuador,ECU,2020,313656345.0,0.082
Guyana,GUY,2020,15742040.0,0.004
Peru,PER,2020,1137643339.0,0.298
Paraguay,PRY,2020,164028247.0,0.043
Suriname,SUR,2020,30061002.0,0.008
Uruguay,URY,2020,119926893.0,0.031
Venezuela,VEN,2020,2335278401.0,0.612
