Section ID,Section,HS4 ID,HS4,Year,Exports from China to India,PCI
2,Vegetable Products,1401,Vegetable Plaiting Materials,2020,217729.0,
2,Vegetable Products,1404,Other Vegetable Products,2020,10764.0,-1.63
3,Animal and Vegetable Bi-Products,1504,Fish Oil,2020,8030416.0,-1.57
3,Animal and Vegetable Bi-Products,1505,Wool Grease,2020,962938.0,
3,Animal and Vegetable Bi-Products,1507,Soybean Oil,2020,6049.0,-0.97
3,Animal and Vegetable Bi-Products,1515,Other Pure Vegetable Oils,2020,1050421.0,-1.18
3,Animal and Vegetable Bi-Products,1516,Other Vegetable Oils,2020,1977570.0,-1.59
3,Animal and Vegetable Bi-Products,1517,Margarine,2020,46822.0,-0.77
3,Animal and Vegetable Bi-Products,1518,Inedible Fats and Oils,2020,76563.0,-0.47
3,Animal and Vegetable Bi-Products,1521,Vegetable waxes and beeswax,2020,142045.0,
4,Foodstuffs,1604,Processed Fish,2020,375460.0,-0.66
4,Foodstuffs,1605,Processed Crustaceans,2020,2016589.0,-1.23
4,Foodstuffs,1701,Raw Sugar,2020,529.0,-1.93
4,Foodstuffs,1702,Other Sugars,2020,2825726.0,0.01
4,Foodstuffs,1704,Confectionery Sugar,2020,2389079.0,-1.05
4,Foodstuffs,1805,Cocoa Powder,2020,543881.0,-1.01
4,Foodstuffs,1806,Chocolate,2020,1142095.0,0.15
4,Foodstuffs,1901,Malt Extract,2020,21075.0,-0.09
4,Foodstuffs,1902,Pasta,2020,159039.0,-0.83
4,Foodstuffs,1903,Tapioca,2020,158099.0,
4,Foodstuffs,1904,Prepared Cereals,2020,25607.0,-0.51
4,Foodstuffs,1905,Baked Goods,2020,413172.0,-0.33
4,Foodstuffs,2001,Pickled Foods,2020,11898.0,-0.83
4,Foodstuffs,2002,Processed Tomatoes,2020,5907903.0,-1.24
4,Foodstuffs,2003,Processed Mushrooms,2020,283131.0,0.74
4,Foodstuffs,2004,Other Frozen Vegetables,2020,33153.0,0.12
4,Foodstuffs,2005,Other Processed Vegetables,2020,730288.0,-0.70
4,Foodstuffs,2006,Sugar Preserved Foods,2020,3298183.0,-1.38
4,Foodstuffs,2007,Jams,2020,290349.0,-0.50
4,Foodstuffs,2008,Other Processed Fruits and Nuts,2020,3510689.0,-0.79
4,Foodstuffs,2009,Fruit Juice,2020,10561774.0,-0.79
4,Foodstuffs,2101,Coffee and Tea Extracts,2020,443832.0,-0.69
4,Foodstuffs,2102,Yeast,2020,11244627.0,-0.15
4,Foodstuffs,2103,Sauces and Seasonings,2020,2019806.0,-0.42
4,Foodstuffs,2106,Other Edible Preparations,2020,7236106.0,-0.08
4,Foodstuffs,2202,Flavored Water,2020,1646479.0,-0.56
4,Foodstuffs,2203,Beer,2020,121492.0,-0.70
4,Foodstuffs,2207,Alcohol > 80% ABV,2020,2627903.0,-1.08
4,Foodstuffs,2208,Hard Liquor,2020,2103164.0,-0.91
4,Foodstuffs,2209,Vinegar,2020,120822.0,-0.23
4,Foodstuffs,2301,Animal Meal and Pellets,2020,15212.0,-1.24
4,Foodstuffs,2302,Bran,2020,468416.0,-1.76
4,Foodstuffs,2303,Starch Residue,2020,356123.0,-0.07
4,Foodstuffs,2304,Soybean Meal,2020,9214.0,-1.22
4,Foodstuffs,2306,Other Vegetable Residues,2020,202404.0,-0.69
4,Foodstuffs,2309,Animal Food,2020,59326897.0,-0.30
4,Foodstuffs,2401,Raw Tobacco,2020,6330852.0,-1.97
4,Foodstuffs,2402,Rolled Tobacco,2020,625839.0,-0.93
5,Mineral Products,2501,Salt,2020,998583.0,-1.35
5,Mineral Products,2502,Iron Pyrites,2020,115019.0,
5,Mineral Products,2503,Sulphur,2020,38635.0,-1.60
5,Mineral Products,2504,Graphite,2020,11483717.0,-1.33
5,Mineral Products,2505,Sand,2020,1628159.0,-0.89
5,Mineral Products,2506,Quartz,2020,139628.0,-1.29
5,Mineral Products,2507,Kaolin,2020,8496704.0,-0.43
5,Mineral Products,2508,Clays,2020,5846100.0,-0.57
5,Mineral Products,2509,Chalk,2020,2680.0,
5,Mineral Products,2510,Calcium Phosphates,2020,16983.0,-1.90
5,Mineral Products,2511,Barium Sulphate,2020,2024357.0,-1.75
5,Mineral Products,2512,Siliceous Fossil Meals,2020,252703.0,
5,Mineral Products,2513,Pumice,2020,55637.0,
5,Mineral Products,2514,Slate,2020,4696.0,
5,Mineral Products,2515,"Marble, Travertine and Alabaster",2020,3730617.0,-1.52
5,Mineral Products,2516,Granite,2020,19.0,-1.34
5,Mineral Products,2517,Gravel and Crushed Stone,2020,22016.0,-0.32
5,Mineral Products,2518,Dolomite,2020,62876.0,
5,Mineral Products,2519,Magnesium Carbonate,2020,48326759.0,-0.41
5,Mineral Products,2520,Gypsum,2020,249097.0,-1.38
5,Mineral Products,2521,Limestone,2020,8399.0,-0.96
5,Mineral Products,2522,Quicklime,2020,1102130.0,-1.03
5,Mineral Products,2523,Cement,2020,4675856.0,-1.30
5,Mineral Products,2524,Asbestos,2020,669125.0,
5,Mineral Products,2525,Mica,2020,473126.0,
5,Mineral Products,2526,Soapstone,2020,237445.0,-0.26
5,Mineral Products,2529,Feldspar,2020,8574274.0,-1.21
5,Mineral Products,2530,Other Mineral,2020,5410795.0,-1.70
5,Mineral Products,2601,Iron Ore,2020,654.0,-1.63
5,Mineral Products,2602,Manganese Ore,2020,1205887.0,-2.63
5,Mineral Products,2606,Aluminium Ore,2020,23130170.0,-2.41
5,Mineral Products,2607,Lead Ore,2020,24.0,-1.67
5,Mineral Products,2610,Chromium Ore,2020,3254.0,-2.70
5,Mineral Products,2613,Molybdenum Ore,2020,3097437.0,-0.68
5,Mineral Products,2614,Titanium Ore,2020,1521703.0,-2.02
5,Mineral Products,2615,"Niobium, Tantalum, Vanadium and Zirconium Ore",2020,88340.0,-2.38
5,Mineral Products,2617,Other Ores,2020,4071931.0,
5,Mineral Products,2618,Granulated Slag,2020,60261.0,-0.10
5,Mineral Products,2621,Other Slag and Ash,2020,2151835.0,
5,Mineral Products,2701,"Coal, Briquettes and Similar Manufactured Solid Fuels",2020,11086970.0,-1.82
5,Mineral Products,2702,Lignite,2020,45399.0,-1.37
5,Mineral Products,2704,Coke,2020,22167257.0,-0.60
5,Mineral Products,2706,Tar from mineral fuels,2020,65691.0,0.03
5,Mineral Products,2707,Coal Tar Oil,2020,273995.0,-0.03
5,Mineral Products,2708,Pitch Coke,2020,2975476.0,0.81
5,Mineral Products,2709,Crude Petroleum,2020,19250000.0,-2.56
5,Mineral Products,2710,Refined Petroleum,2020,149317060.0,-0.96
5,Mineral Products,2711,Petroleum Gas,2020,285044.0,-1.70
5,Mineral Products,2712,Petroleum Jelly,2020,26837578.0,-0.10
5,Mineral Products,2713,Petroleum Coke,2020,93215921.0,-0.68
5,Mineral Products,2714,Bitumen and asphalt,2020,692092.0,-0.84
5,Mineral Products,2715,Asphalt Mixtures,2020,681121.0,-0.83
6,Chemical Products,2801,Halogens,2020,843875.0,-0.97
6,Chemical Products,2802,Sulfur,2020,124325.0,
6,Chemical Products,2803,Carbon,2020,30162283.0,0.20
6,Chemical Products,2804,Hydrogen,2020,72658814.0,-0.14
6,Chemical Products,2805,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",2020,42735922.0,
6,Chemical Products,2806,Hydrochloric Acid,2020,809.0,
6,Chemical Products,2807,Sulfuric Acid,2020,9479124.0,-0.31
6,Chemical Products,2809,Phosphoric Acid,2020,10620588.0,-0.93
6,Chemical Products,2810,Boron,2020,198545.0,-0.87
6,Chemical Products,2811,Other Inorganic Acids,2020,21417810.0,1.13
6,Chemical Products,2812,Halides,2020,8310403.0,1.29
6,Chemical Products,2813,Nonmetal Sulfides,2020,502107.0,
6,Chemical Products,2814,Ammonia,2020,115645.0,-1.53
6,Chemical Products,2815,Sodium or Potassium Peroxides,2020,8942979.0,0.05
6,Chemical Products,2816,Magnesium Hydroxide and Peroxide,2020,1174441.0,
6,Chemical Products,2817,Zinc Oxide and Peroxide,2020,58573.0,-0.44
6,Chemical Products,2818,Aluminium Oxide,2020,56986379.0,-0.22
6,Chemical Products,2819,Chromium Oxides and Hydroxides,2020,129852.0,
6,Chemical Products,2820,Manganese Oxides,2020,12522380.0,
6,Chemical Products,2821,Iron Oxides and Hydroxides,2020,14836424.0,0.05
6,Chemical Products,2822,Cobalt Oxides and Hydroxides,2020,1908834.0,-0.95
6,Chemical Products,2823,Titanium Oxides,2020,24227002.0,0.94
6,Chemical Products,2824,Lead Oxides,2020,53252.0,
6,Chemical Products,2825,Inorganic Salts,2020,40537032.0,-0.17
6,Chemical Products,2826,Fluorides,2020,42776605.0,0.19
6,Chemical Products,2827,Chlorides,2020,12094812.0,0.44
6,Chemical Products,2828,Hypochlorites,2020,7866502.0,
6,Chemical Products,2829,Chlorates and Perchlorates,2020,1324370.0,
6,Chemical Products,2830,Sulfides,2020,2866425.0,
6,Chemical Products,2831,Dithionites and Sulfoxylates,2020,5150242.0,
6,Chemical Products,2832,Sulfites,2020,4331144.0,
6,Chemical Products,2833,Sulfates,2020,17666993.0,-0.03
6,Chemical Products,2834,Nitrites and Nitrates,2020,2706663.0,-0.33
6,Chemical Products,2835,Phosphinates (hypophosphites) and phosphonates (phosphites),2020,53581524.0,-0.06
6,Chemical Products,2836,Carbonates,2020,25912450.0,-0.23
6,Chemical Products,2837,Cyanides,2020,17191058.0,-1.21
6,Chemical Products,2839,Silicates,2020,1747390.0,
6,Chemical Products,2840,Borates,2020,2014318.0,0.17
6,Chemical Products,2841,Oxometallic or Peroxometallic Acid Salts,2020,2826774.0,1.86
6,Chemical Products,2842,Other Inorganic Acids Salts,2020,10066822.0,1.18
6,Chemical Products,2843,Precious Metal Compounds,2020,3045216.0,0.88
6,Chemical Products,2844,Radioactive Chemicals,2020,76260.0,-0.82
6,Chemical Products,2845,Other Isotopes,2020,43255.0,
6,Chemical Products,2846,Rare-Earth Metal Compounds,2020,3170409.0,0.33
6,Chemical Products,2847,Hydrogen peroxide,2020,46338.0,0.06
6,Chemical Products,2849,Carbides,2020,32369496.0,0.21
6,Chemical Products,2850,Hydrides and other anions,2020,34534655.0,1.27
6,Chemical Products,2852,"Compounds, inorganic or organic, of mercury, excluding amalgams",2020,573.0,
6,Chemical Products,2853,Other inorganic compounds,2020,1502696.0,1.40
6,Chemical Products,2901,Acyclic Hydrocarbons,2020,41494101.0,0.38
6,Chemical Products,2902,Cyclic Hydrocarbons,2020,48218057.0,0.58
6,Chemical Products,2903,Halogenated Hydrocarbons,2020,208039099.0,1.06
6,Chemical Products,2904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",2020,87665757.0,-0.65
6,Chemical Products,2905,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",2020,154510119.0,0.50
6,Chemical Products,2906,Cyclic Alcohols,2020,49740219.0,0.46
6,Chemical Products,2907,Phenols,2020,102893016.0,1.25
6,Chemical Products,2908,Phenol Derivatives,2020,22164958.0,0.69
6,Chemical Products,2909,Ethers,2020,75516853.0,0.67
6,Chemical Products,2910,Epoxides,2020,18436562.0,1.43
6,Chemical Products,2911,Acetals and Hemiacetals,2020,3505674.0,
6,Chemical Products,2912,"Aldehydes, cyclic polymers, and paraformaldehyde",2020,84958002.0,1.26
6,Chemical Products,2913,Halogenated aldehyde derivatives (heading 2912),2020,25581013.0,
6,Chemical Products,2914,Ketones and Quinones,2020,249377003.0,0.86
6,Chemical Products,2915,Saturated Acyclic Monocarboxylic Acids,2020,278624117.0,0.82
6,Chemical Products,2916,Unsaturated Acyclic Monocarboxylic Acids,2020,282225187.0,0.89
6,Chemical Products,2917,Polycarboxylic Acids,2020,161413944.0,0.84
6,Chemical Products,2918,Carboxylic Acids,2020,314579102.0,0.76
6,Chemical Products,2919,Phosphoric Esters and Salts,2020,12767200.0,1.22
6,Chemical Products,2920,Other Esters,2020,100404595.0,1.49
6,Chemical Products,2921,Amine Compounds,2020,355298321.0,0.99
6,Chemical Products,2922,Oxygen Amino Compounds,2020,597334692.0,0.59
6,Chemical Products,2923,Quaternary Ammonium Salts and Hydroxides,2020,14185470.0,0.61
6,Chemical Products,2924,Carboxyamide Compounds,2020,167124079.0,0.65
6,Chemical Products,2925,Carboxyimide Compounds,2020,27253879.0,1.07
6,Chemical Products,2926,Nitrile Compounds,2020,271362403.0,0.99
6,Chemical Products,2927,"Diazo, Azo or Aoxy Compounds",2020,15282200.0,0.66
6,Chemical Products,2928,Hydrazine or Hydroxylamine Derivatives,2020,34521561.0,1.06
6,Chemical Products,2929,Other Nitrogen Compounds,2020,57025797.0,0.84
6,Chemical Products,2930,Organo-Sulfur Compounds,2020,142924213.0,0.89
6,Chemical Products,2931,Other Organo-Inorganic Compounds,2020,144977444.0,1.26
6,Chemical Products,2932,Oxygen Heterocyclic Compounds,2020,256607470.0,1.12
6,Chemical Products,2933,Nitrogen Heterocyclic Compounds,2020,1540452143.0,1.00
6,Chemical Products,2934,Nucleic Acids,2020,407795763.0,0.92
6,Chemical Products,2935,Sulfonamides,2020,95462106.0,1.01
6,Chemical Products,2936,Vitamins,2020,110425255.0,0.76
6,Chemical Products,2937,Hormones,2020,185154221.0,0.86
6,Chemical Products,2938,Glycosides,2020,116590629.0,-0.42
6,Chemical Products,2939,Vegetable Alkaloids,2020,4399574.0,0.59
6,Chemical Products,2940,Chemically Pure Sugars,2020,7535027.0,0.79
6,Chemical Products,2941,Antibiotics,2020,1108086488.0,0.73
6,Chemical Products,2942,Other Organic Compounds,2020,1653062.0,-0.05
6,Chemical Products,3001,Glands and Other Organs,2020,99030690.0,0.46
6,Chemical Products,3002,"Vaccines, blood, antisera, toxins and cultures",2020,32761034.0,0.71
6,Chemical Products,3003,Unpackaged Medicaments,2020,33111196.0,0.30
6,Chemical Products,3004,Packaged Medicaments,2020,18030347.0,0.28
6,Chemical Products,3005,Bandages,2020,12446072.0,0.62
6,Chemical Products,3006,Special Pharmaceuticals,2020,25999505.0,0.62
6,Chemical Products,3101,Animal or Vegetable Fertilizers,2020,11202574.0,-1.20
6,Chemical Products,3102,Nitrogenous Fertilizers,2020,944948914.0,-0.74
6,Chemical Products,3103,Phosphatic Fertilizers,2020,95728.0,-0.83
6,Chemical Products,3104,Potassic Fertilizers,2020,6065558.0,-0.78
6,Chemical Products,3105,Mixed Mineral or Chemical Fertilizers,2020,679511176.0,-1.15
6,Chemical Products,3201,Vegetable Tanning Extracts,2020,48782.0,
6,Chemical Products,3202,Synthetic Tanning Extracts,2020,1122011.0,
6,Chemical Products,3203,Vegetable or Animal Dyes,2020,2881977.0,-0.16
6,Chemical Products,3204,Synthetic Coloring Matter,2020,114497646.0,0.35
6,Chemical Products,3205,Lake Pigments,2020,1324.0,
6,Chemical Products,3206,Other Coloring Matter,2020,303591572.0,0.49
6,Chemical Products,3207,Prepared Pigments,2020,23741579.0,0.32
6,Chemical Products,3208,Nonaqueous Paints,2020,11157246.0,0.20
6,Chemical Products,3209,Aqueous Paints,2020,3454145.0,-0.08
6,Chemical Products,3210,Other Paints,2020,1493778.0,0.06
6,Chemical Products,3211,Prepared Paint Driers,2020,26795.0,
6,Chemical Products,3212,Nonaqueous Pigments,2020,13147817.0,0.99
6,Chemical Products,3213,Artistry Paints,2020,1313866.0,
6,Chemical Products,3214,Glaziers Putty,2020,11609918.0,0.32
6,Chemical Products,3215,Ink,2020,26392177.0,0.54
6,Chemical Products,3301,Essential Oils,2020,76138618.0,-0.91
6,Chemical Products,3302,Scented Mixtures,2020,22568513.0,0.32
6,Chemical Products,3303,Perfumes,2020,146966.0,-0.09
6,Chemical Products,3304,Beauty Products,2020,33738641.0,0.38
6,Chemical Products,3305,Hair Products,2020,5756643.0,0.16
6,Chemical Products,3306,Dental Products,2020,295910.0,-0.07
6,Chemical Products,3307,Shaving Products,2020,3517788.0,0.09
6,Chemical Products,3401,Soap,2020,1223536.0,-0.94
6,Chemical Products,3402,Cleaning Products,2020,81255752.0,-0.01
6,Chemical Products,3403,Lubricating Products,2020,8098923.0,1.28
6,Chemical Products,3404,Waxes,2020,11637753.0,0.49
6,Chemical Products,3405,Polishes and Creams,2020,3979198.0,0.29
6,Chemical Products,3406,Candles,2020,7154018.0,-0.02
6,Chemical Products,3407,Pastes and Waxes,2020,5953854.0,0.74
6,Chemical Products,3501,Casein,2020,3.0,0.04
6,Chemical Products,3502,Water Soluble Proteins,2020,209805.0,0.43
6,Chemical Products,3503,Gelatin,2020,14847532.0,-0.12
6,Chemical Products,3504,Peptones,2020,9231415.0,0.59
6,Chemical Products,3505,Dextrins,2020,4218654.0,0.86
6,Chemical Products,3506,Glues,2020,106699987.0,0.44
6,Chemical Products,3507,Enzymes,2020,39220772.0,1.01
6,Chemical Products,3603,Detonating Fuses,2020,2371.0,-0.68
6,Chemical Products,3606,Pyrophoric Alloys,2020,652270.0,
6,Chemical Products,3701,Photographic Plates,2020,31201527.0,1.26
6,Chemical Products,3702,Photographic Film,2020,298962.0,1.72
6,Chemical Products,3703,Photographic Paper,2020,24328.0,
6,Chemical Products,3705,Developed Exposed Photographic Material,2020,658.0,2.11
6,Chemical Products,3707,Photographic Chemicals,2020,8359648.0,1.79
6,Chemical Products,3801,Artificial Graphite,2020,24610759.0,0.84
6,Chemical Products,3802,Activated Carbon,2020,24948862.0,-0.80
6,Chemical Products,3804,Wood Pulp Lyes,2020,2657931.0,
6,Chemical Products,3805,Turpentine,2020,290848.0,
6,Chemical Products,3806,Rosin,2020,6790727.0,-0.28
6,Chemical Products,3807,"Wood Tar, Oils and Pitch",2020,535.0,
6,Chemical Products,3808,Pesticides,2020,242323287.0,-0.17
6,Chemical Products,3809,Dyeing Finishing Agents,2020,23439649.0,0.61
6,Chemical Products,3810,Metal Pickling Preparations,2020,10150862.0,1.58
6,Chemical Products,3811,Antiknock,2020,8937081.0,0.49
6,Chemical Products,3812,Prepared Rubber Accelerators,2020,92078711.0,1.12
6,Chemical Products,3813,Fire Extinguishers Preparations,2020,1188726.0,
6,Chemical Products,3814,Organic Composite Solvents,2020,1542822.0,-0.25
6,Chemical Products,3815,Reaction and Catalytic Products,2020,22328225.0,0.79
6,Chemical Products,3816,Refractory Cements,2020,16440606.0,0.48
6,Chemical Products,3817,Alkylbenzenes and Alkylnaphthalenes,2020,2547075.0,0.02
6,Chemical Products,3818,Disc Chemicals for Electronics,2020,86735772.0,1.66
6,Chemical Products,3819,Hydraulic Brake Fluid,2020,39431.0,0.40
6,Chemical Products,3820,Antifreeze,2020,250954.0,0.48
6,Chemical Products,3821,Micro-Organism Culture Preparations,2020,3917239.0,1.28
6,Chemical Products,3822,Laboratory Reagents,2020,57232302.0,1.23
6,Chemical Products,3823,"Industrial Fatty Acids, Oils and Alcohols",2020,1831450.0,-0.72
6,Chemical Products,3824,Prepr binder for foundry,2020,122329368.0,0.45
6,Chemical Products,3825,Residual products of the chemical or allied industries,2020,133828.0,
6,Chemical Products,3826,Biodiesel and mixtures thereof,2020,223694.0,0.38
7,Plastics and Rubbers,3901,Ethylene Polymers,2020,42459834.0,0.32
7,Plastics and Rubbers,3902,Propylene Polymers,2020,12955081.0,0.65
7,Plastics and Rubbers,3903,Styrene Polymers,2020,5645846.0,0.91
7,Plastics and Rubbers,3904,Vinyl Chloride Polymers,2020,78573342.0,0.41
7,Plastics and Rubbers,3905,Other Vinyl Polymers,2020,57204047.0,1.10
7,Plastics and Rubbers,3906,Acrylic Polymers,2020,147685624.0,1.29
7,Plastics and Rubbers,3907,Polyacetals,2020,236422646.0,0.59
7,Plastics and Rubbers,3908,Polyamides,2020,56719986.0,1.46
7,Plastics and Rubbers,3909,Amino-resins,2020,144455845.0,0.89
7,Plastics and Rubbers,3910,Silicone,2020,59742922.0,1.56
7,Plastics and Rubbers,3911,Petroleum Resins,2020,39968692.0,1.26
7,Plastics and Rubbers,3912,Cellulose,2020,74622408.0,0.84
7,Plastics and Rubbers,3913,Natural Polymers,2020,22113648.0,1.01
7,Plastics and Rubbers,3914,Polymer Ion-Exchangers,2020,7057668.0,1.43
7,Plastics and Rubbers,3915,Scrap Plastic,2020,1555026.0,-0.81
7,Plastics and Rubbers,3916,Monofilament,2020,23170369.0,0.42
7,Plastics and Rubbers,3917,Plastic Pipes,2020,53267399.0,0.04
7,Plastics and Rubbers,3918,Plastic Floor Coverings,2020,38853734.0,0.77
7,Plastics and Rubbers,3919,Self-adhesive Plastics,2020,151708532.0,0.78
7,Plastics and Rubbers,3920,Raw Plastic Sheeting,2020,405478629.0,0.61
7,Plastics and Rubbers,3921,Other Plastic Sheetings,2020,148677512.0,0.66
7,Plastics and Rubbers,3922,Plastic Wash Basins,2020,30115961.0,0.13
7,Plastics and Rubbers,3923,Plastic Lids,2020,74464821.0,-0.23
7,Plastics and Rubbers,3924,Plastic Housewares,2020,34540457.0,-0.96
7,Plastics and Rubbers,3925,Plastic Building Materials,2020,51453367.0,0.13
7,Plastics and Rubbers,3926,Other Plastic Products,2020,350546938.0,-0.26
7,Plastics and Rubbers,4001,Rubber,2020,145081.0,-2.82
7,Plastics and Rubbers,4002,Synthetic Rubber,2020,25755875.0,0.92
7,Plastics and Rubbers,4003,Reclaimed Rubber,2020,41291.0,
7,Plastics and Rubbers,4004,Scrap Rubber,2020,16135.0,
7,Plastics and Rubbers,4005,Compounded Unvulcanised Rubber,2020,4500906.0,0.53
7,Plastics and Rubbers,4006,Unvulcanised Rubber Products,2020,578135.0,
7,Plastics and Rubbers,4007,Rubber Thread,2020,621352.0,0.37
7,Plastics and Rubbers,4008,Rubber Sheets,2020,6988581.0,0.72
7,Plastics and Rubbers,4009,Rubber Pipes,2020,21613119.0,0.61
7,Plastics and Rubbers,4010,Rubber Belting,2020,21049284.0,0.87
7,Plastics and Rubbers,4011,Rubber Tires,2020,41307110.0,-0.05
7,Plastics and Rubbers,4012,Used Rubber Tires,2020,659011.0,0.14
7,Plastics and Rubbers,4013,Rubber Inner Tubes,2020,713252.0,
7,Plastics and Rubbers,4014,Pharmaceutical Rubber Products,2020,4366876.0,-0.08
7,Plastics and Rubbers,4015,Rubber Apparel,2020,7876022.0,-0.69
7,Plastics and Rubbers,4016,Other Rubber Products,2020,60197673.0,0.38
7,Plastics and Rubbers,4017,Hard Rubber,2020,310598.0,
8,Animal Hides,4101,Equine and Bovine Hides,2020,9068.0,-0.29
8,Animal Hides,4102,Sheep Hides,2020,1359727.0,
8,Animal Hides,4104,Tanned Equine and Bovine Hides,2020,4197315.0,-1.36
8,Animal Hides,4105,Tanned Sheep Hides,2020,4906266.0,
8,Animal Hides,4106,Tanned Goat Hides,2020,178357.0,
8,Animal Hides,4107,Leather of Other Animals,2020,12038931.0,-0.87
8,Animal Hides,4112,Leather further prepared after tanning or crusting of sheep or lamb,2020,203748.0,-1.25
8,Animal Hides,4113,Leather further prepared after tanning or crusting of animals (other than ovine),2020,235478.0,
8,Animal Hides,4114,Chamois (including combination chamois) leather,2020,107653.0,
8,Animal Hides,4115,Composition leather with a basis of leather or leather fibre,2020,368084.0,
8,Animal Hides,4201,Saddlery,2020,641186.0,-0.51
8,Animal Hides,4202,Trunks and Cases,2020,145555828.0,-1.04
8,Animal Hides,4203,Leather Apparel,2020,9223933.0,-1.09
8,Animal Hides,4205,Other Leather Articles,2020,1477999.0,-0.35
8,Animal Hides,4302,Tanned Furskins,2020,733316.0,-0.52
8,Animal Hides,4303,Furskin Apparel,2020,180125.0,-0.59
8,Animal Hides,4304,Artificial Fur,2020,232943.0,
9,Wood Products,4401,Fuel Wood,2020,434874.0,-0.20
9,Wood Products,4402,Wood Charcoal,2020,950858.0,-1.72
9,Wood Products,4404,Wood Stakes,2020,221928.0,
9,Wood Products,4405,Wood Wool,2020,880061.0,
9,Wood Products,4407,Sawn Wood,2020,111011.0,-0.64
9,Wood Products,4408,Veneer Sheets,2020,53536551.0,-1.16
9,Wood Products,4409,Shaped Wood,2020,3140790.0,-1.25
9,Wood Products,4410,Particle Board,2020,668748.0,0.40
9,Wood Products,4411,Wood Fiberboard,2020,10040555.0,-0.02
9,Wood Products,4412,Plywood,2020,31238852.0,-1.04
9,Wood Products,4413,Densified Wood,2020,58727.0,
9,Wood Products,4414,Wood Frames,2020,394755.0,-1.01
9,Wood Products,4415,Wood Crates,2020,249246.0,0.03
9,Wood Products,4416,Wood Barrels,2020,13054.0,-0.16
9,Wood Products,4417,Wooden Tool Handles,2020,1757713.0,
9,Wood Products,4418,Wood Carpentry,2020,12121202.0,-0.05
9,Wood Products,4419,Wood Kitchenware,2020,6068723.0,-0.70
9,Wood Products,4420,Wood Ornaments,2020,893250.0,-1.26
9,Wood Products,4421,Other Wood Articles,2020,35220431.0,-0.81
