Country,Country ID,Year,Imports (USD),Share (%)
Slovenia,SVN,2023,158654395.0,0.024
Austria,AUT,2023,1512173506.0,0.228
Belgium,BEL,2023,3968502035.0,0.599
Switzerland,CHE,2023,17697259735.0,2.669
Germany,DEU,2023,18043557643.0,2.721
France,FRA,2023,6962409809.0,1.050
Luxembourg,LUX,2023,85049223.0,0.013
Netherlands,NLD,2023,2591425517.0,0.391
Aruba,ABW,2023,754778.0,0.000
Anguilla,AIA,2023,120112.0,0.000
Antigua and Barbuda,ATG,2023,985088.0,0.000
Bahamas,BHS,2023,4645661.0,0.001
Barbados,BRB,2023,3253854.0,0.000
Cuba,CUB,2023,4511806.0,0.001
Curaçao,CUW,2023,7880145.0,0.001
Cayman Islands,CYM,2023,3116.0,0.000
Dominica,DMA,2023,103160.0,0.000
Dominican Republic,DOM,2023,443022565.0,0.067
Grenada,GRD,2023,2335286.0,0.000
Haiti,HTI,2023,16442379.0,0.002
Jamaica,JAM,2023,7369425.0,0.001
Saint Kitts and Nevis,KNA,2023,103403.0,0.000
Saint Lucia,LCA,2023,817140.0,0.000
Trinidad and Tobago,TTO,2023,175004316.0,0.026
Saint Vincent and the Grenadines,VCT,2023,74098.0,0.000
British Virgin Islands,VGB,2023,200152.0,0.000
Belize,BLZ,2023,289233.0,0.000
Costa Rica,CRI,2023,122339337.0,0.018
Guatemala,GTM,2023,38122459.0,0.006
Honduras,HND,2023,34619314.0,0.005
Mexico,MEX,2023,4055637023.0,0.612
Nicaragua,NIC,2023,16789716.0,0.003
Panama,PAN,2023,268309432.0,0.040
El Salvador,SLV,2023,5643076.0,0.001
Canada,CAN,2023,6355895191.0,0.959
Greenland,GRL,2023,65046.0,0.000
United States,USA,2023,41577601892.0,6.271
Australia,AUS,2023,20846565563.0,3.144
New Zealand,NZL,2023,377152044.0,0.057
Fiji,FJI,2023,1061908.0,0.000
New Caledonia,NCL,2023,55829879.0,0.008
Papua New Guinea,PNG,2023,510140801.0,0.077
Solomon Islands,SLB,2023,7525189.0,0.001
Vanuatu,VUT,2023,61207.0,0.000
Micronesia,FSM,2023,1571.0,0.000
Guam,GUM,2023,64319.0,0.000
Kiribati,KIR,2023,7958.0,0.000
Marshall Islands,MHL,2023,86983.0,0.000
Northern Mariana Islands,MNP,2023,92799.0,0.000
Nauru,NRU,2023,894.0,0.000
Palau,PLW,2023,2275102.0,0.000
American Samoa,ASM,2023,48345.0,0.000
Niue,NIU,2023,915.0,0.000
French Polynesia,PYF,2023,411088.0,0.000
Tokelau,TKL,2023,12609.0,0.000
Wallis and Futuna,WLF,2023,13793.0,0.000
Samoa,WSM,2023,22151344.0,0.003
Norfolk Island,NFK,2023,89995.0,0.000
Pitcairn Islands,PCN,2023,2963.0,0.000
Argentina,ARG,2023,2601446126.0,0.392
Bolivia,BOL,2023,1331398494.0,0.201
Brazil,BRA,2023,5049902361.0,0.762
Chile,CHL,2023,1527562050.0,0.230
Colombia,COL,2023,2484278822.0,0.375
Ecuador,ECU,2023,978269584.0,0.148
Guyana,GUY,2023,324537186.0,0.049
Peru,PER,2023,2593684536.0,0.391
Paraguay,PRY,2023,220425788.0,0.033
Suriname,SUR,2023,38206700.0,0.006
Uruguay,URY,2023,83900343.0,0.013
Venezuela,VEN,2023,202407367.0,0.031
