Country,Country ID,Year,Imports (USD),Share (%)
Qatar,QAT,2022,17537215849.0,2.421
Saudi Arabia,SAU,2022,46281737301.0,6.389
Syria,SYR,2022,9918917.0,0.001
Turkey,TUR,2022,3655418383.0,0.505
Yemen,YEM,2022,206212317.0,0.028
Cyprus,CYP,2022,76734052.0,0.011
Bulgaria,BGR,2022,316781752.0,0.044
Belarus,BLR,2022,174126856.0,0.024
Czechia,CZE,2022,926823772.0,0.128
Hungary,HUN,2022,395799840.0,0.055
Moldova,MDA,2022,4313723.0,0.001
Poland,POL,2022,1435018832.0,0.198
Romania,ROU,2022,438964015.0,0.061
Russia,RUS,2022,40381974751.0,5.575
Slovakia,SVK,2022,137530353.0,0.019
Ukraine,UKR,2022,1077570222.0,0.149
Denmark,DNK,2022,976243468.0,0.135
Estonia,EST,2022,167682764.0,0.023
Finland,FIN,2022,1441396500.0,0.199
United Kingdom,GBR,2022,6387864916.0,0.882
Ireland,IRL,2022,2295537379.0,0.317
Iceland,ISL,2022,4891919.0,0.001
Lithuania,LTU,2022,161018472.0,0.022
Latvia,LVA,2022,304271788.0,0.042
Norway,NOR,2022,1044368331.0,0.144
Sweden,SWE,2022,1734261340.0,0.239
Albania,ALB,2022,13250295.0,0.002
Andorra,AND,2022,2872.0,0.000
Bosnia and Herzegovina,BIH,2022,4340631.0,0.001
Spain,ESP,2022,2771477060.0,0.383
Gibraltar,GIB,2022,72932113.0,0.010
Greece,GRC,2022,510126943.0,0.070
Croatia,HRV,2022,63532923.0,0.009
Italy,ITA,2022,5483868386.0,0.757
North Macedonia,MKD,2022,5961215.0,0.001
Malta,MLT,2022,52221816.0,0.007
Montenegro,MNE,2022,206212.0,0.000
Portugal,PRT,2022,202552812.0,0.028
San Marino,SMR,2022,57671.0,0.000
Serbia,SRB,2022,19357838.0,0.003
Slovenia,SVN,2022,291640463.0,0.040
Austria,AUT,2022,1087390438.0,0.150
Belgium,BEL,2022,9312602267.0,1.286
Switzerland,CHE,2022,16103421423.0,2.223
Germany,DEU,2022,14820196266.0,2.046
France,FRA,2022,5176913609.0,0.715
Luxembourg,LUX,2022,70213195.0,0.010
Netherlands,NLD,2022,5701583009.0,0.787
Aruba,ABW,2022,674416.0,0.000
Anguilla,AIA,2022,28384.0,0.000
Antigua and Barbuda,ATG,2022,309082.0,0.000
Bahamas,BHS,2022,3648452.0,0.001
Barbados,BRB,2022,1289127.0,0.000
Cuba,CUB,2022,4749564.0,0.001
Curaçao,CUW,2022,22516907.0,0.003
Cayman Islands,CYM,2022,924.0,0.000
Dominica,DMA,2022,561407.0,0.000
Dominican Republic,DOM,2022,411253653.0,0.057
Grenada,GRD,2022,1250300.0,0.000
Haiti,HTI,2022,15784299.0,0.002
Jamaica,JAM,2022,4245084.0,0.001
Saint Kitts and Nevis,KNA,2022,3096332.0,0.000
Saint Lucia,LCA,2022,100038.0,0.000
Montserrat,MSR,2022,379.0,0.000
Turks and Caicos Islands,TCA,2022,37089.0,0.000
Trinidad and Tobago,TTO,2022,95220579.0,0.013
British Virgin Islands,VGB,2022,3203239.0,0.000
Belize,BLZ,2022,898112.0,0.000
Costa Rica,CRI,2022,57373092.0,0.008
Guatemala,GTM,2022,20503945.0,0.003
Honduras,HND,2022,15767640.0,0.002
Mexico,MEX,2022,4343379657.0,0.600
Nicaragua,NIC,2022,11191816.0,0.002
Panama,PAN,2022,295565722.0,0.041
El Salvador,SLV,2022,1838605.0,0.000
Bermuda,BMU,2022,57879.0,0.000
Canada,CAN,2022,4600005232.0,0.635
Greenland,GRL,2022,1327.0,0.000
United States,USA,2022,50777300173.0,7.010
Australia,AUS,2022,23783551517.0,3.283
New Zealand,NZL,2022,454705048.0,0.063
Fiji,FJI,2022,257153.0,0.000
New Caledonia,NCL,2022,8103791.0,0.001
Papua New Guinea,PNG,2022,601191483.0,0.083
Solomon Islands,SLB,2022,45129696.0,0.006
Guam,GUM,2022,162367.0,0.000
Marshall Islands,MHL,2022,797224.0,0.000
Northern Mariana Islands,MNP,2022,142660.0,0.000
Nauru,NRU,2022,6016341.0,0.001
American Samoa,ASM,2022,6371.0,0.000
Niue,NIU,2022,1737.0,0.000
French Polynesia,PYF,2022,271205.0,0.000
Tokelau,TKL,2022,32683.0,0.000
Tonga,TON,2022,54739.0,0.000
Samoa,WSM,2022,11868077.0,0.002
Norfolk Island,NFK,2022,316384.0,0.000
Argentina,ARG,2022,4355729201.0,0.601
Bolivia,BOL,2022,2270971578.0,0.314
Brazil,BRA,2022,6560874443.0,0.906
Chile,CHL,2022,1263574691.0,0.174
Colombia,COL,2022,2411729226.0,0.333
Ecuador,ECU,2022,557004768.0,0.077
Guyana,GUY,2022,7145327.0,0.001
Peru,PER,2022,2251104233.0,0.311
Paraguay,PRY,2022,157788870.0,0.022
Suriname,SUR,2022,40262430.0,0.006
Uruguay,URY,2022,113658082.0,0.016
Venezuela,VEN,2022,227870613.0,0.031
